target_class,condition,distortion_type,severity_level,severity_label,params,sample_idx,snr,canny_iou_vs_clean,grabcut_iou_gt,dl_f1_score,dl_jaccard_score
bus,motion_blur_L5,motion_blur,5,L5,{'kernel_size': 25},22.0,18.223094940185547,0.2677858365251406,0.9202255565086552,0.5,0.3333333333333333
bus,motion_blur_L6,motion_blur,6,L6,{'kernel_size': 41},22.0,16.77008819580078,0.204466661291623,0.9216267472079792,0.0,0.0
bus,overexposure_L1,overexposure,1,L1,"{'factor': 1.1, 'bias': 10}",22.0,15.653876304626465,0.9126485568760612,0.8705127300938007,0.6666666666666666,0.5
bus,overexposure_L2,overexposure,2,L2,"{'factor': 1.3, 'bias': 20}",22.0,8.480903625488281,0.8001243394466895,0.8424816962207456,0.6666666666666666,0.5
bus,overexposure_L3,overexposure,3,L3,"{'factor': 1.6, 'bias': 35}",22.0,4.638419151306152,0.6319444444444444,0.5723677713350546,0.6666666666666666,0.5
bus,overexposure_L4,overexposure,4,L4,"{'factor': 2.0, 'bias': 50}",22.0,1.7000250816345215,0.4625222702977857,0.5090144739440792,0.6666666666666666,0.5
bus,overexposure_L5,overexposure,5,L5,"{'factor': 2.5, 'bias': 75}",22.0,-0.10561820864677429,0.3201251956181534,0.25268780666820706,0.5,0.3333333333333333
bus,overexposure_L6,overexposure,6,L6,"{'factor': 3.2, 'bias': 100}",22.0,-0.5504710674285889,0.1739431259946032,0.21889776959450977,0.6666666666666666,0.5
bus,salt_pepper_L1,salt_pepper,1,L1,{'amount': 0.005},22.0,22.274044036865234,0.6727658777243489,0.8612831764755683,0.6666666666666666,0.5
bus,salt_pepper_L2,salt_pepper,2,L2,{'amount': 0.01},22.0,19.508460998535156,0.5154807978565049,0.8770624621324203,0.6666666666666666,0.5
bus,salt_pepper_L3,salt_pepper,3,L3,{'amount': 0.03},22.0,14.662755966186523,0.26554779584287963,0.8954393770856507,0.5,0.3333333333333333
bus,salt_pepper_L4,salt_pepper,4,L4,{'amount': 0.07},22.0,11.120572090148926,0.14308533726886014,0.9022204086227276,1.0,1.0
bus,salt_pepper_L5,salt_pepper,5,L5,{'amount': 0.15},22.0,8.053869247436523,0.09493323828585529,0.9012561806761994,1.0,1.0
bus,salt_pepper_L6,salt_pepper,6,L6,{'amount': 0.3},22.0,5.348799228668213,0.07185216011652405,0.4683015619929167,0.6666666666666666,0.5
car,clean,clean,0,Clean,{},125.0,inf,1.0,0.6052426882389546,0.6666666666666666,0.5
car,motion_blur_L1,motion_blur,1,L1,{'kernel_size': 3},125.0,27.012537002563477,0.3964319409897933,0.6093969144460029,0.6666666666666666,0.5
car,motion_blur_L2,motion_blur,2,L2,{'kernel_size': 7},125.0,24.431962966918945,0.23233922758863376,0.6029767006935245,0.5,0.3333333333333333
car,motion_blur_L3,motion_blur,3,L3,{'kernel_size': 11},125.0,24.069011688232422,0.20228143504005572,0.5948490507314037,0.5,0.3333333333333333
car,motion_blur_L4,motion_blur,4,L4,{'kernel_size': 15},125.0,23.60301971435547,0.18996789030634384,0.6010269975881117,0.5,0.3333333333333333
car,motion_blur_L5,motion_blur,5,L5,{'kernel_size': 25},125.0,22.779613494873047,0.17830065359477124,0.5716720905005424,0.0,0.0
car,motion_blur_L6,motion_blur,6,L6,{'kernel_size': 41},125.0,21.984695434570312,0.16555488174651303,0.5591340269277846,0.0,0.0
car,overexposure_L1,overexposure,1,L1,"{'factor': 1.1, 'bias': 10}",125.0,16.315805435180664,0.8233085647242863,0.44555996575608997,0.6666666666666666,0.5
car,overexposure_L2,overexposure,2,L2,"{'factor': 1.3, 'bias': 20}",125.0,10.202648162841797,0.5977900552486188,0.4400591623851783,0.6666666666666666,0.5
car,overexposure_L3,overexposure,3,L3,"{'factor': 1.6, 'bias': 35}",125.0,7.125411510467529,0.3444802342606149,0.4275599128540305,0.6666666666666666,0.5
car,overexposure_L4,overexposure,4,L4,"{'factor': 2.0, 'bias': 50}",125.0,5.276043891906738,0.2468999724441995,0.4162344805909162,0.6666666666666666,0.5
car,overexposure_L5,overexposure,5,L5,"{'factor': 2.5, 'bias': 75}",125.0,4.0034379959106445,0.1780240509313841,0.5251764705882352,0.6666666666666666,0.5
car,overexposure_L6,overexposure,6,L6,"{'factor': 3.2, 'bias': 100}",125.0,3.2002453804016113,0.13940520446096655,0.38624255719210276,1.0,1.0
car,salt_pepper_L1,salt_pepper,1,L1,{'amount': 0.005},125.0,24.00143051147461,0.6579814885254216,0.5945988381221542,1.0,1.0
car,salt_pepper_L2,salt_pepper,2,L2,{'amount': 0.01},125.0,21.121334075927734,0.4875146886016451,0.5857254901960784,0.6666666666666666,0.5
car,salt_pepper_L3,salt_pepper,3,L3,{'amount': 0.03},125.0,16.308942794799805,0.23526185906224295,0.5821713927620241,0.6666666666666666,0.5
car,salt_pepper_L4,salt_pepper,4,L4,{'amount': 0.07},125.0,12.68919849395752,0.12589896738467968,0.506805129415467,1.0,1.0
car,salt_pepper_L5,salt_pepper,5,L5,{'amount': 0.15},125.0,9.573415756225586,0.07655352622553689,0.0,0.0,0.0
car,salt_pepper_L6,salt_pepper,6,L6,{'amount': 0.3},125.0,6.823786735534668,0.06266678698964792,0.0,0.0,0.0
cat,clean,clean,0,Clean,{},110.2,inf,1.0,0.7962462664602136,0.8,0.8
cat,motion_blur_L1,motion_blur,1,L1,{'kernel_size': 3},110.2,23.447568511962892,0.5079543344980889,0.768287306524243,0.8,0.8
cat,motion_blur_L2,motion_blur,2,L2,{'kernel_size': 7},110.2,19.948512458801268,0.22193464330910678,0.735068919153346,0.8,0.8
cat,motion_blur_L3,motion_blur,3,L3,{'kernel_size': 11},110.2,18.62759132385254,0.15348314724293766,0.6896554189564983,0.6,0.6
cat,motion_blur_L4,motion_blur,4,L4,{'kernel_size': 15},110.2,17.793241119384767,0.11863240586645189,0.5587607223491522,0.6,0.6
cat,motion_blur_L5,motion_blur,5,L5,{'kernel_size': 25},110.2,16.483908653259277,0.08862410751915242,0.547889866278123,0.4,0.4
